adreso,
aero,
amiko,
antaŭnomo,
bileto,s
"civita stato",
dorlotbesto,
"familia nomo",
"familia nomo",
futuro,e
gefratoj,
gefratoj,
"helpo,",e
jaro,
kondukpermesilo,
laboro,
metio,
"naskiĝtago",
"naskiĝtago",
plano,
rilato,
solinfano,
tempo,
vidvo,
ilaro,
membro,
labori,
"loĝi ",
naski,
trovi,
pensi,
voki,
renkonti,
paroli,
telefoni,
informi,
gvidi,
kontroli,
konsili,
"eksedz(in)iĝinta,",
elasta,
fraŭla,
juna;,
naskita,
foje,
kelkfoje,
malmulte,
nuntempe,
volonte,
