nul,Null
unu,eins
du,zwei
tri,drei
kvar,vier
kvin,funf
ses,sechs
sep,sieben
ok,acht
naw,neun
dek,zehn
dek unu,elf
dek du,zwoelf
dek tri,dreizehn
dek kvar,vierzehn
dek kvin,fuenfzehn
dek ses,sechzehn
dek sep,siebzehn
dek ok,achtzehn
dek naw,neunzehn
dudek,zwanzig
